brand,date,id_val,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
3488,Toyota,2018-08-31, ID: 1797495,Corolla ,17000.0,2017,White,Sedan,,Left,,Petrol,,,50000.0,Automatic,,No
3489,Opel,2018-08-31, ID: 1797435,Combo ,4400.0,2007,Silver,Universal,,Left,,Astragalus,,,193000.0,Mechanical,,No
3490,Toyota,2018-08-31, ID: 1798516,Land Cruiser 200 ,37500.0,2012,White,Truck:,,Left,,Petrol,,,73000.0,Automatic,,No
3491,Mercedes-Benz,2018-08-31, ID: 1798304,E 350 ,10000.0,2006,Silver,Sedan,,Left,,Petrol,,,104000.0,Automatic,,No
3492,Mercedes-Benz,2018-08-31, ID: 1798432,C 180 ,5400.0,2003,Grey,Sedan,,Left,,Petrol,,,272000.0,Mechanical,,No
3493,BMW,2018-08-31, ID: 1797770,528 ,8300.0,2008,White,Sedan,,Left,,Petrol,,,150000.0,Automatic,,No
3494,Mercedes-Benz,2018-08-31, ID: 1797758,C 300 ,13000.0,2008,black,Sedan,,Left,,Petrol,,,170000.0,Automatic,,No
3495,Mercedes-Benz,2018-08-31, ID: 1797723,C 180 ,26900.0,2015,White,Sedan,,Left,,Petrol,,,32000.0,Automatic,,No
3496,Mercedes-Benz,2018-08-31, ID: 1797714,E 350 ,7900.0,2006,black,Sedan,,Left,,Petrol,,,208000.0,Automatic,,No
3497,Mercedes-Benz,2018-08-31, ID: 1797699,E 350 ,18500.0,2010,White,Sedan,,Left,,Petrol,,,140000.0,Automatic,,No
3498,Mercedes-Benz,2018-08-31, ID: 1797692,S 500 ,7200.0,2001,White,Sedan,,Left,8.0,Petrol,5.0,black,87000.0,Automatic,Rear,No
3499,VAZ(Lada),2018-08-31, ID: 1798490,2110 ,2500.0,2003,black,Sedan,74.0,Left,4.0,Petrol,1.5,black,258000.0,Mechanical,Front,No
3500,Nissan,2018-08-31, ID: 1797774,Pathfinder ,8000.0,2004,Grey,Truck:,,Left,,Petrol,,,186531.0,Automatic,,No
3501,Infiniti,2018-08-31, ID: 1797928,FX35 ,7800.0,2004,White,Sedan,,Left,,Petrol,,,120000.0,Automatic,,No
3502,Toyota,2018-08-31, ID: 1798355,Ipsum ,5400.0,2003,Silver,Universal,,Left,,Petrol,,,109000.0,Automatic,,No
3503,BMW,2018-08-31, ID: 1797882,325 ,4450.0,2003,White,Sedan,,Left,,Petrol,,,168000.0,Automatic,,No
3504,Honda,2018-08-31, ID: 1797841,Odyssey ,7700.0,2007,black,Universal,,Left,,Petrol,,,139000.0,Automatic,,No
3505,VAZ(Lada),2018-08-31, ID: 1798504,2121 ,20000.0,2015,black,Truck:,,Left,1.0,Petrol,1.7,Other color,18000.0,Mechanical,,No
3506,Toyota,2018-08-31, ID: 1797805,Land Cruiser Prado ,15500.0,2008,black,Truck:,,Left,,Petrol,2.7,Grey,132000.0,Automatic,,No
3507,Toyota,2018-08-31, ID: 1797675,Camry ,1000.0,2013,Other color,Sedan,,Left,,Petrol,,,35000.0,Automatic,,No
3508,Kia,2018-08-31, ID: 1798201,Optima ,11500.0,2012,White,Sedan,200.0,Left,4.0,Petrol,2.4,Other color,71000.0,Automatic,Front,No
3509,Hyundai,2018-08-31, ID: 1798513,Sonata ,9200.0,2015,White,Universal,,Left,,Petrol,,,49000.0,Automatic,,No
3510,Hyundai,2018-08-31, ID: 1798461,Sonata ,6500.0,2011,black,Sedan,,Left,4.0,Petrol,2.4,Grey,110000.0,Automatic,Front,No
3511,Mercedes-Benz,2018-08-31, ID: 1797866,S 500 ,32000.0,2012,black,Sedan,435.0,Left,8.0,Petrol,4.6,black,112467.0,Automatic,Wheel drive,No
3512,Toyota,2018-08-31, ID: 1798489,Noah ,5300.0,2005,White,Minivan / Minibus,,Left,,Petrol,,,150000.0,Automatic,,No
3513,Toyota,2018-08-31, ID: 1798478,Camry ,7400.0,2008,White,Sedan,,Left,,Petrol,,,160000.0,Automatic,,No
3514,Toyota,2018-08-31, ID: 1798426,Corolla ,11000.0,2012,White,Sedan,124.0,Left,,Petrol,1.6,,114230.0,Automatic,Front,No
3515,Kia,2018-08-31, ID: 1797513,Forte ,6200.0,2010,black,Sedan,,Left,,Petrol,,,135000.0,Automatic,,No
3516,Mercedes-Benz,2018-08-31, ID: 1798512,C 180 ,29500.0,2016,black,Sedan,,Left,,Petrol,,,40000.0,Automatic,,No
3517,Nissan,2018-08-31, ID: 1798500,Teana ,5700.0,2006,White,Sedan,173.0,Left,,Petrol,2.3,Beige,134005.0,Automatic,,No
3518,Toyota,2018-08-31, ID: 1798495,Camry ,7400.0,2008,Other color,Sedan,,Left,,Astragalus,,,140000.0,Automatic,,No
3519,Mercedes-Benz,2018-08-31, ID: 1798449,C 300 ,11000.0,2008,White,Sedan,,Left,,Petrol,,black,108000.0,Automatic,,No
3520,Toyota,2018-08-31, ID: 1798511,Corolla ,9500.0,2012,Grey,Sedan,132.0,Left,4.0,Petrol,1.8,black,67000.0,Automatic,Rear,No
3521,Opel,2018-08-31, ID: 1797828,Astra ,4000.0,2001,black,Hatchback,125.0,Left,4.0,Astragalus,1.8,black,140000.0,Mechanical,Front,No
3522,Lexus,2018-08-31, ID: 1798187,LS 600h ,23000.0,2008,black,Sedan,394.0,Left,8.0,Hybrid:,5.0,black,100500.0,Automatic,Wheel drive,No
3523,Mercedes-Benz,2018-08-31, ID: 1798470,E 50 AMG ,11000.0,2004,black,Sedan,,Left,,Petrol,,,120000.0,Automatic,,No
3524,Honda,2018-08-31, ID: 1797483,Elysion ,6200.0,2004,White,Minivan / Minibus,250.0,Right,6.0,Petrol,3.0,,127000.0,Automatic,Front,No
3525,Nissan,2018-08-31, ID: 1798463,Xterra ,6000.0,2001,black,Universal,,Left,,Astragalus,,,218000.0,Automatic,,No
3526,Toyota,2018-09-01, ID: 1799119,Corolla ,6500.0,2007,White,Sedan,,Left,,Petrol,,,165000.0,Automatic,,No
3527,Mercedes-Benz,2018-09-01, ID: 1799388,GL 450 ,17500.0,2007,White,Truck:,,Left,,Petrol,,,120000.0,Automatic,,No
3528,Mercedes-Benz,2018-09-01, ID: 1799402,E 200 ,4500.0,2000,Blue,Sedan,,Left,,Astragalus,,,260000.0,Mechanical,,No
3529,BMW,2018-09-01, ID: 1799412,X5 ,16500.0,2009,black,Truck:,,Left,6.0,Petrol,3.0,black,158000.0,Automatic,Wheel drive,No
3530,Hyundai,2018-09-01, ID: 1799413,Tucson ,10500.0,2009,Silver,Hatchback,,Left,,Petrol,,,57000.0,Automatic,,No
3531,Toyota,2018-09-01, ID: 1799438,Camry ,9200.0,2011,White,Sedan,,Left,,Astragalus,,,170499.0,Automatic,,No
3532,Mercedes-Benz,2018-09-01, ID: 1799325,E 320 ,8500.0,2003,black,Sedan,,Left,,Astragalus,,,160000.0,Automatic,,No
3533,Opel,2018-09-01, ID: 1798692,Vectra B ,2700.0,2000,green,Truck:,,Left,,Astragalus,,,235000.0,Mechanical,,No
3534,Opel,2018-09-01, ID: 1798722,Astra ,3300.0,2001,Silver,Hatchback,147.0,Left,,Astragalus,2.2,,160000.0,Mechanical,,No
3535,Mazda,2018-09-01, ID: 1798803,MPV ,4000.0,2001,Silver,Minivan / Minibus,135.0,Right,4.0,Astragalus,2.0,Beige,160000.0,Automatic,Front,No
3536,Mazda,2018-09-01, ID: 1798815,6 ,3500.0,2004,Blue,Sedan,147.0,Left,4.0,Astragalus,2.0,black,320000.0,Automatic,Front,No
3537,Toyota,2018-09-01, ID: 1799129,Camry ,6700.0,2006,White,Sedan,,Right,,Astragalus,2.4,Grey,99000.0,Automatic,Wheel drive,No
3538,Opel,2018-09-01, ID: 1798676,Vectra B ,2600.0,2000,Blue,Sedan,101.0,Left,4.0,Astragalus,1.6,black,1000000.0,Mechanical,Front,No
3539,Toyota,2018-09-01, ID: 1798584,Alphard ,7200.0,2002,White,Minivan / Minibus,,Left,,Astragalus,,,160000.0,Automatic,,No
3540,Lexus,2018-09-01, ID: 1798665,GX 470 ,16000.0,2007,White,Universal,,Left,,Petrol,,,150000.0,Automatic,,No
3541,Nissan,2018-09-01, ID: 1799144,Tiida ,3800.0,2006,White,Hatchback,,Right,,Petrol,,,143000.0,Automatic,,No
3542,BMW,2018-09-01, ID: 1799639,X5 ,7000.0,2002,black,Truck:,,Left,,Diesel,,,307000.0,Automatic,,No
3543,Opel,2018-09-01, ID: 1799202,Zafira ,4200.0,2003,Other color,Minivan / Minibus,,Left,,Petrol,,,350000.0,Mechanical,,No
3544,GAZ,2018-09-01, ID: 1799277,Газель ,7000.0,2010,Blue,Furgon:,,Left,,Petrol,,,230000.0,Mechanical,,No
3545,Infiniti,2018-09-01, ID: 1799083,G35 ,8000.0,2006,red,Coupe,280.0,Left,6.0,Petrol,3.5,black,91000.0,Automatic,Rear,No
3546,Honda,2018-09-01, ID: 1798766,CR-V ,15600.0,2013,Silver,Truck:,,Left,,Petrol,,,53000.0,Automatic,,No
3547,Toyota,2018-09-01, ID: 1799146,Alphard ,7200.0,2005,White,Minivan / Minibus,,Left,,Petrol,,,145000.0,Automatic,Front,No
3548,Nissan,2018-09-01, ID: 1799199,Tiida ,3300.0,2004,Silver,Sedan,,Left,,Petrol,,,93000.0,Automatic,,No
3549,Infiniti,2018-09-01, ID: 1799024,FX35 ,7400.0,2005,Silver,Truck:,,Left,,Petrol,,,140000.0,Automatic,,No
3550,Mercedes-Benz,2018-09-01, ID: 1799477,E 320 ,6700.0,2003,black,Sedan,,Left,,Petrol,,black,90000.0,Automatic,Rear,No
3551,Mitsubishi,2018-09-01, ID: 1799187,Pajero Pinin (IO) ,3400.0,2000,black,Truck:,,Left,,Astragalus,,,220000.0,Automatic,,No
3552,Toyota,2018-09-01, ID: 1799329,Land Cruiser Prado ,32000.0,2012,White,Truck:,283.0,Left,,Petrol,4.0,black,62400.0,Automatic,Wheel drive,No
3553,Nissan,2018-09-01, ID: 1799534,350 Z ,9000.0,2002,Silver,Coupe,,Left,,Petrol,,,51000.0,Automatic,,No
3554,Mercedes-Benz,2018-09-01, ID: 1799513,E 320 ,5200.0,2000,black,Sedan,,Left,,Astragalus,,,272000.0,Automatic,,No
3555,Mercedes-Benz,2018-09-01, ID: 1799488,350 ,10000.0,2008,black,Sedan,,Left,,Petrol,,,174000.0,Automatic,,No
3556,Mercedes-Benz,2018-09-01, ID: 1799249,G 63 AMG ,90000.0,2013,White,Truck:,,Left,,Petrol,,,100000.0,Automatic,,No
3557,BMW,2018-09-01, ID: 1799320,X5 ,10300.0,2005,black,Universal,286.0,Left,8.0,Astragalus,4.4,black,145000.0,Automatic,Wheel drive,No
3558,BMW,2018-09-01, ID: 1799206,525 ,5000.0,2003,Blue,Sedan,,Left,,Petrol,,,130000.0,Automatic,,No
3559,Lexus,2018-09-01, ID: 1799056,GX 470 ,15000.0,2004,White,Truck:,238.0,Left,8.0,Astragalus,4.7,Beige,170000.0,Automatic,Wheel drive,No
3560,Opel,2018-09-01, ID: 1798548,Zafira ,4200.0,2002,Silver,Universal,,Left,,Astragalus,,,200000.0,Mechanical,,No
3561,Kia,2018-09-01, ID: 1798885,Sorento ,7400.0,2008,Silver,Truck:,,Left,,Petrol,,,160000.0,Automatic,,No
3562,Opel,2018-09-01, ID: 1798556,Astra ,2800.0,2002,Other color,Universal,,Left,,Petrol,,,135000.0,Mechanical,,Yes
3563,BMW,2018-09-01, ID: 1799139,528 ,3750.0,2001,Silver,Sedan,205.0,Left,6.0,Astragalus,2.8,black,250999.0,Mechanical,Rear,Yes
3564,Toyota,2018-09-01, ID: 1798789,Corolla ,5700.0,2008,black,Sedan,,Left,,Petrol,,,180000.0,Automatic,,Yes
3565,Mercedes-Benz,2018-09-01, ID: 1798897,E 320 ,6300.0,2002,White,Sedan,224.0,Left,6.0,Astragalus,3.2,Beige,210000.0,Automatic,Rear,Yes
3566,Hyundai,2018-09-01, ID: 1799459,Getz ,4200.0,2006,red,Hatchback,82.0,Left,4.0,Petrol,1.4,Grey,65000.0,Mechanical,Front,Yes
3567,Kia,2018-09-01, ID: 1799564,Forte ,6400.0,2010,Silver,Sedan,,Left,,Petrol,2.4,black,82000.0,Automatic,,Yes
3568,Toyota,2018-09-01, ID: 1799410,Camry ,9600.0,2010,black,Sedan,,Left,,Astragalus,,,98038.0,Automatic,,Yes
3569,Infiniti,2018-09-01, ID: 1799399,QX56 ,11800.0,2004,Silver,Truck:,,Left,,Petrol,5.6,black,120000.0,Automatic,,Yes
3570,Toyota,2018-09-01, ID: 1799233,Ipsum ,5500.0,2005,Silver,Universal,,Left,,Petrol,,,96500.0,Automatic,,Yes
3571,Mercedes-Benz,2018-09-01, ID: 1799184,CLS 500 ,12200.0,2005,White,Sedan,,Left,,Petrol,5.0,Beige,81000.0,Automatic,Rear,Yes
3572,Nissan,2018-09-01, ID: 1799301,Fuga ,6100.0,2006,White,Sedan,,Right,,Astragalus,,,119000.0,Automatic,,Yes
3573,Hyundai,2018-09-01, ID: 1799279,Elantra ,7300.0,2012,White,Sedan,,Left,,Petrol,,,103000.0,Automatic,,Yes
3574,Lexus,2018-09-01, ID: 1799236,RX 300 ,6000.0,2002,black,Universal,,Left,,Petrol,,,185000.0,Automatic,,Yes
3575,Nissan,2018-09-01, ID: 1799417,Sunny ,3500.0,2007,black,Sedan,,Left,,Astragalus,,,230000.0,Mechanical,,Yes
3576,Mercedes-Benz,2018-09-01, ID: 1798736,C 230 ,5200.0,2006,black,Sedan,,Left,6.0,Petrol,2.5,black,102000.0,Automatic,Rear,Yes
3577,Mercedes-Benz,2018-09-01, ID: 1799481,C 240 ,5800.0,2005,black,Sedan,,Left,,Astragalus,,,101000.0,Automatic,,Yes
3578,Opel,2018-09-01, ID: 1799322,Astra ,3500.0,2000,Silver,Universal,,Left,1.0,Astragalus,1.6,black,227000.0,Mechanical,Front,No
3579,Mercedes-Benz,2018-09-01, ID: 1799709,ML 350 ,40000.0,2012,black,Truck:,307.0,Left,6.0,Petrol,3.5,black,90000.0,Automatic,Wheel drive,No
3580,Nissan,2018-09-01, ID: 1798917,Tiida ,3300.0,2005,Silver,Sedan,,Right,,Astragalus,,,186000.0,Variator:,,No
3581,BMW,2018-09-01, ID: 1798950,328 ,8300.0,2009,black,Sedan,,Left,,Petrol,,,65000.0,Automatic,,No
3582,Toyota,2018-09-01, ID: 1798949,Land Cruiser Prado ,13700.0,2008,black,Truck:,,Left,,Petrol,,,105000.0,Automatic,,No
3583,Nissan,2018-09-01, ID: 1798955,Pathfinder ,6000.0,2001,White,Truck:,,Left,,Petrol,3.5,,200000.0,Automatic,,No
3584,Mercedes-Benz,2018-09-01, ID: 1798987,C 180 ,5000.0,2001,Blue,Sedan,129.0,Left,4.0,Petrol,2.0,black,198000.0,Automatic,Rear,Yes
3585,Toyota,2018-09-01, ID: 1799713,Corolla ,13300.0,2013,black,Sedan,101.0,Left,4.0,Petrol,1.3,black,110000.0,Mechanical,Front,No
3586,Mercedes-Benz,2018-09-01, ID: 1799048,B 180 ,7700.0,2011,White,Hatchback,1.0,Left,4.0,Petrol,1.8,black,32300.0,Automatic,Front,No
3587,BMW,2018-09-01, ID: 1798958,325 ,6000.0,2003,black,Sedan,,Left,,Petrol,,,80000.0,Automatic,,No
3588,Mercedes-Benz,2018-09-01, ID: 1799074,B 170 ,5000.0,2006,cyan,Hatchback,,Right,,Petrol,,,103000.0,Variator:,,No
3589,Nissan,2018-09-01, ID: 1799330,Tiida ,3500.0,2007,White,Sedan,,Right,,Petrol,,,77000.0,Automatic,,No
3590,Toyota,2018-09-01, ID: 1799702,Corolla ,17000.0,2017,White,Sedan,,Left,,Petrol,1.6,black,47000.0,Automatic,,Yes
3591,Kia,2018-09-01, ID: 1799345,Rio ,6450.0,2013,White,Sedan,,Left,,Petrol,,,85000.0,Mechanical,,No
3592,Mercedes-Benz,2018-09-01, ID: 1798989,C 230 ,6700.0,2006,Silver,Sedan,,Left,,Petrol,,,100000.0,Automatic,,No
3593,BMW,2018-09-01, ID: 1799066,530 ,6700.0,2003,White,Sedan,,Left,,Astragalus,,,250000.0,Automatic,,No
3594,Mercedes-Benz,2018-09-01, ID: 1799071,E 350 ,9500.0,2008,White,Sedan,,Left,,Astragalus,,,239000.0,Automatic,,No
3595,Infiniti,2018-09-01, ID: 1799283,FX35 ,6400.0,2002,White,Truck:,,Left,,Astragalus,,,135000.0,Automatic,,No
3596,Nissan,2018-09-01, ID: 1798612,BlueBird ,4300.0,2007,Silver,Sedan,,Right,,Astragalus,,,135000.0,Automatic,,No
3597,Lexus,2018-09-01, ID: 1799406,LX 570 ,43000.0,2011,black,Truck:,,Left,,Petrol,,,1111.0,Automatic,,No
3598,Nissan,2018-09-01, ID: 1798669,Teana ,3800.0,2004,Other color,Sedan,,Left,,Astragalus,,,150000.0,Automatic,,No
3599,BMW,2018-09-01, ID: 1798714,X3 ,6900.0,2004,Silver,Universal,,Left,,Petrol,,,250000.0,Automatic,,No
3600,Nissan,2018-09-01, ID: 1798756,Tiida ,3.562886597938145,2004,Other color,Hatchback,109.0,Right,4.0,Astragalus,1.5,Beige,116000.0,Automatic,Wheel drive,No
3601,Porsche,2018-09-01, ID: 1798547,Cayenne ,19000.0,2008,black,Truck:,,Left,,Petrol,,,197000.0,Automatic,,No
3602,Volkswagen,2018-09-01, ID: 1798579,Golf ,3600.0,2001,black,Hatchback,,Left,,Petrol,,,162000.0,Automatic,,No
3603,Mercedes-Benz,2018-09-01, ID: 1798629,C 300 ,11000.0,2010,black,Sedan,,Left,,Petrol,,,178000.0,Automatic,,No
3604,Toyota,2018-09-01, ID: 1798619,Camry ,8500.0,2009,Grey,Sedan,,Left,,Petrol,,,135000.0,Automatic,,Yes
3605,Mercedes-Benz,2018-09-01, ID: 1798650,E 280 ,8200.0,2007,black,Sedan,231.0,Left,6.0,Astragalus,3.0,Other color,220000.0,Automatic,Wheel drive,No
3606,Volkswagen,2018-09-01, ID: 1798686,Touareg ,9300.0,2008,Silver,Truck:,,Left,,Petrol,,,163000.0,Automatic,,No
3607,Toyota,2018-09-01, ID: 1798863,Harrier ,5200.0,2002,Silver,Universal,,Right,,Petrol,,,125000.0,Automatic,,No
3608,Nissan,2018-09-01, ID: 1798860,Elgrand ,6300.0,2002,White,Minivan / Minibus,,Left,,Astragalus,,,92000.0,Automatic,,No
3609,VAZ(Lada),2018-09-01, ID: 1798858,2110 ,2300.0,2005,black,Sedan,,Left,,Astragalus,,,130000.0,Mechanical,,No
3610,Toyota,2018-09-01, ID: 1798559,Ipsum ,6000.0,2004,Silver,Universal,,Right,,Petrol,,,115000.0,Automatic,,No
3611,Volkswagen,2018-09-01, ID: 1798583,Passat ,5200.0,2008,black,Universal,,Left,,Petrol,,,160000.0,Automatic,,No
3612,Mercedes-Benz,2018-09-01, ID: 1798872,C 240 ,4700.0,2001,black,Sedan,,Left,,Astragalus,,,263000.0,Automatic,,No
3613,Nissan,2018-09-01, ID: 1798585,Sunny ,6300.0,2014,Silver,Sedan,,Left,,Petrol,,,120000.0,Mechanical,,No
3614,Mercedes-Benz,2018-09-01, ID: 1798629,C 30 AMG ,11200.0,2010,black,Sedan,,Left,,Petrol,,,178000.0,Automatic,,No
3615,BMW,2018-09-01, ID: 1798542,328 ,5200.0,2007,White,Sedan,,Left,,Petrol,,Grey,145000.0,Automatic,,No
3616,Land Rover,2018-09-01, ID: 1798745,Range Rover Evoque ,38000.0,2016,black,Truck:,,Left,,Petrol,,,15000.0,Automatic,,No
3617,Lexus,2018-09-01, ID: 1799379,RX 350 ,42500.0,2017,black,Truck:,,Left,,Petrol,,,3600.0,Automatic,,Yes
3618,Toyota,2018-09-01, ID: 1798652,Camry ,7600.0,2007,black,Sedan,160.0,Left,4.0,Astragalus,2.4,Grey,190000.0,Automatic,Front,No
3619,VAZ(Lada),2018-09-01, ID: 1798822,2114 ,2800.0,2009,White,Hatchback,,Left,,Petrol,,,140000.0,Mechanical,,No
3620,Toyota,2018-09-01, ID: 1798609,Camry ,12800.0,2014,Silver,Sedan,,Left,,Petrol,,,47000.0,Automatic,,No
3621,Mercedes-Benz,2018-09-01, ID: 1798527,S 500 ,23000.0,2008,black,Sedan,388.0,Left,8.0,Petrol,5.5,black,189000.0,Automatic,Wheel drive,No
3622,BMW,2018-09-01, ID: 1798899,530 ,9000.0,2004,Silver,Sedan,,Left,,Petrol,3.0,black,46000.0,Automatic,,No
3623,Mercedes-Benz,2018-09-01, ID: 1798550,E 320 ,7800.0,2004,White,Sedan,,Left,,Petrol,,,170000.0,Automatic,,No
3624,Hyundai,2018-09-01, ID: 1798560,Sonata ,7900.0,2010,Silver,Sedan,163.0,Left,4.0,Astragalus,2.0,black,108000.0,Automatic,Front,No
3625,Mercedes-Benz,2018-09-01, ID: 1798886,E 320 ,7700.0,2004,black,Sedan,,Left,,Petrol,,,112000.0,Kiaavtomat,,No
3626,Nissan,2018-09-01, ID: 1798565,Teana ,3900.0,2003,black,Sedan,,Right,,Petrol,,,144000.0,Automatic,,No
3627,Mercedes-Benz,2018-09-01, ID: 1798566,G 500 ,28000.0,2002,black,Truck:,,Left,,Astragalus,,,174000.0,Automatic,,No
3628,BMW,2018-09-01, ID: 1798587,X5 ,17000.0,2008,White,Truck:,,Left,,Petrol,,,225000.0,Automatic,,No
3629,VAZ(Lada),2018-09-01, ID: 1798964,2107 ,1855.670103092784,2005,Cherry,Sedan,,Left,,Astragalus,,,160000.0,Mechanical,,No
3630,Toyota,2018-09-01, ID: 1798618,Camry ,8000.0,2009,Grey,Sedan,,Left,,Petrol,,,135000.0,Automatic,,No
3631,Nissan,2018-09-01, ID: 1798654,Serena ,7000.0,2007,White,Minivan / Minibus,,Left,,Petrol,,,50000.0,Automatic,,No
3632,Jeep,2018-09-01, ID: 1799511,Grand Cherokee ,7000.0,2005,black,Truck:,,Left,,Petrol,,,180000.0,Automatic,,No
3633,VAZ(Lada),2018-09-01, ID: 1799341,2106 ,1600.0,2002,Blue,Sedan,,Left,,Astragalus,,,76000.0,Mechanical,,No
3634,Toyota,2018-09-01, ID: 1798807,Corolla ,9200.0,2010,black,Sedan,,Left,,Petrol,,,51000.0,Automatic,,No
3635,Lexus,2018-09-01, ID: 1799354,IS 250 ,5700.0,2008,White,Sedan,,Left,6.0,Petrol,2.5,,133000.0,Automatic,Front,No
3636,Mercedes-Benz,2018-09-01, ID: 1799433,E 320 ,7500.0,2002,Other color,Sedan,,Left,,Petrol,,,80000.0,Automatic,,No
3637,Mercedes-Benz,2018-09-01, ID: 1798905,E 350 ,8200.0,2006,Silver,Sedan,,Left,6.0,Petrol,3.5,Grey,200000.0,Automatic,Rear,No
3638,Mercedes-Benz,2018-09-01, ID: 1798763,C 230 ,6700.0,2007,black,Sedan,,Left,6.0,Petrol,2.5,black,66000.0,Automatic,Rear,No
3639,Opel,2018-09-01, ID: 1798553,Astra ,4650.0,2005,Silver,Hatchback,,Left,,Astragalus,,,120000.0,Automatic,,No
3640,Toyota,2018-09-01, ID: 1798793,Ipsum ,6000.0,2004,White,Minivan / Minibus,,Right,,Astragalus,,,104990.0,Automatic,,No
3641,Mercedes-Benz,2018-09-01, ID: 1799385,E 350 ,8300.0,2006,black,Sedan,,Left,,Astragalus,,,280000.0,Automatic,,No
3642,Kia,2018-09-01, ID: 1799664,Sorento ,6600.0,2005,Silver,Truck:,,Left,,Astragalus,,,160000.0,Automatic,,No
3643,Toyota,2018-09-01, ID: 1798573,Alphard ,7000.0,2004,White,Universal,,Left,,Petrol,2.4,Grey,101000.0,Automatic,Wheel drive,Yes
3644,Lexus,2018-09-01, ID: 1799478,GX 470 ,16500.0,2005,White,Truck:,,Left,,Petrol,,,10012.0,Automatic,,No
3645,BMW,2018-09-01, ID: 1798924,325 ,5000.0,2004,black,Sedan,,Left,,Petrol,,,106000.0,Automatic,,No
3646,Mercedes-Benz,2018-09-01, ID: 1799711,C 180 ,4800.0,2001,Silver,Sedan,,Left,,Astragalus,,,137000.0,Mechanical,,No
3647,Nissan,2018-09-01, ID: 1798770,Tiida ,3700.0,2006,White,Sedan,,Right,,Petrol,,,65000.0,Automatic,,No
3648,Mercedes-Benz,2018-09-01, ID: 1799654,S 550 ,18900.0,2006,black,Sedan,388.0,Left,8.0,Petrol,5.5,black,101000.0,Automatic,Rear,No
3649,VAZ(Lada),2018-09-01, ID: 1799470,2113 ,2900.0,2006,White,Coupe,,Left,,Astragalus,,,125000.0,Mechanical,,No
3650,Mercedes-Benz,2018-09-01, ID: 1799712,C 180 ,4800.0,2001,Silver,Sedan,,Left,,Astragalus,,,137000.0,Mechanical,,No
3651,Suzuki,2018-09-01, ID: 1799304,SX 4 ,5900.0,2011,Silver,Sedan,150.0,Left,4.0,Petrol,2.0,black,77000.0,Kiaavtomat,Front,No
3652,Porsche,2018-09-01, ID: 1799310,Panamera ,33000.0,2010,black,Sedan,,Left,,Petrol,,,110000.0,Automatic,,No
3653,VAZ(Lada),2018-09-01, ID: 1799309,2109 ,1300.0,2002,Grey,Hatchback,,Left,,Astragalus,,,170000.0,Mechanical,,No
3654,Suzuki,2018-09-01, ID: 1799208,Grand Vitara ,8500.0,2009,Other color,Truck:,,Left,,Petrol,,,134000.0,Automatic,,No
3655,Porsche,2018-09-01, ID: 1799288,Cayenne ,12000.0,2005,black,Truck:,340.0,Left,,Petrol,0.4,black,180000.0,Automatic,Wheel drive,No
3656,Suzuki,2018-09-01, ID: 1799250,SX 4 ,7000.0,2012,White,Hatchback,,Left,,Petrol,,,122000.0,Mechanical,,No
3657,Porsche,2018-09-01, ID: 1798977,Cayenne ,17000.0,2008,black,Truck:,,Left,,Petrol,,,180000.0,Automatic,,No
3658,Suzuki,2018-09-01, ID: 1799455,SX 4 ,4500.0,2006,Other color,Hatchback,145.0,Right,4.0,Astragalus,2.0,,72600.0,Automatic,Front,No
3659,VAZ(Lada),2018-09-01, ID: 1799429,2110 ,2200.0,2004,Silver,Sedan,,Left,,Astragalus,,,264999.0,Mechanical,,No
3660,Suzuki,2018-09-01, ID: 1799348,Kizashi ,7000.0,2011,Blue,Sedan,,Left,,Petrol,,,53503.0,Automatic,,No
3661,Nissan,2018-09-01, ID: 1798843,Maxima ,11000.0,2011,White,Sedan,290.0,Left,6.0,Astragalus,3.5,Beige,89000.0,Automatic,Front,No
3662,VAZ(Lada),2018-09-01, ID: 1799404,2107 ,2500.0,2008,green,Sedan,75.0,Left,4.0,Astragalus,1.6,black,27000.0,Mechanical,Rear,No
3663,Porsche,2018-09-01, ID: 1799411,Cayenne ,8700.0,2004,black,Truck:,,Left,,Petrol,,,234000.0,Automatic,,No
3664,Volkswagen,2018-09-01, ID: 1799028,Passat ,6300.0,2007,black,Sedan,,Left,,Petrol,,,140000.0,Automatic,,No
3665,BMW,2018-09-01, ID: 1799469,X6 ,30000.0,2010,black,Universal,,Left,,Petrol,,,111113.0,Automatic,,No
3666,VAZ(Lada),2018-09-01, ID: 1799396,2106 ,2300.0,2001,White,Sedan,,Left,,Astragalus,0.3,yellow,80000.0,Mechanical,,No
3667,Mercedes-Benz,2018-09-02, ID: 1799724,E 320 ,9000.0,2004,black,Sedan,224.0,Left,6.0,Astragalus,3.2,Beige,252000.0,Automatic,Rear,Yes
3668,Nissan,2018-09-02, ID: 1800135,Sunny ,2600.0,2004,Grey,Sedan,,Left,,Astragalus,,,222222.0,Mechanical,,Yes
3669,BMW,2018-09-02, ID: 1800038,X5 ,6999.0,2002,Silver,Truck:,,Left,,Petrol,,,226000.0,Automatic,,Yes
3670,Nissan,2018-09-02, ID: 1800034,Skyline ,5200.0,2003,Other color,Coupe,,Right,,Petrol,,,110000.0,Automatic,,No
