brand,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
Nissan,Tiida ,3300,2001,red,Coupe,115,Left,4,Petrol,2,Beige,46000,Automatic,Front,Yes
Mercedes-Benz,C 240 ,5000,2002,Silver,Sedan,170,Left,6,Astragalus,2.4,black,165000,Mechanical,Rear,Yes
Mitsubishi,Pajero ,11000,2007,black,Truck:,178,Left,6,Astragalus,3,,185000,Robot,Wheel drive,Yes
Nissan,Altima ,3700,2000,Golden,Sedan,150,Left,4,Petrol,2.4,Beige,147000,Automatic,Front,No
Land Rover,Freelander ,3300,2003,White,Truck:,170,Left,4,Astragalus,2.5,Grey,127000,Automatic,Wheel drive,No
Hyundai,Santa Fe ,4500,2003,Blue,Truck:,173,Left,6,Astragalus,2.7,Grey,200000,Automatic,Wheel drive,No
Mercedes-Benz,Vito ,11500,2006,White,Minivan / Minibus,109,Left,4,Diesel,2.2,Grey,241000,Automatic,Rear,No
BMW,525,8700,2008,black,Sedan,218,Left,6,Petrol,2.5,black,180000,Automatic,Rear,No
Nissan,Teana ,4500,2003,White,Sedan,178,Left,6,Petrol,2.3,Blue,104000,Automatic,Front,No
Honda,Fit ,3800,2009,red,Hatchback,100,Right,4,Astragalus,1.3,black,149000,Variator:,Front,No
Mercedes-Benz,E 320 ,8000,2002,black,Sedan,224,Left,6,Petrol,3.2,black,120000,Automatic,Rear,No
Audi,A6 ,8500,2005,black,Sedan,256,Left,6,Petrol,3.2,Chestnut,110000,Automatic,Wheel drive,No
VAZ(Lada),2172 Priora ,4500,2012,Silver,Hatchback,98,Left,4,Petrol,1.6,black,136000,Mechanical,Front,No
Toyota,Rav 4 ,8000,2007,White,Truck:,249,Left,6,Astragalus,3.5,Grey,159000,Automatic,Rear,No
Volkswagen,New Beetle ,10700,2012,Grey,Coupe,170,Left,5,Petrol,2.5,,1000,Automatic,Front,No
Opel,Zafira ,4000,2002,Silver,Universal,147,Left,4,Astragalus,2.2,black,218000,Mechanical,Front,No
Mercedes-Benz,E 350 ,11500,2008,black,Sedan,272,Left,6,Astragalus,3.5,black,120000,Automatic,Rear,No
Nissan,Tiida ,4400,2008,Silver,Sedan,109,Switched from right to left,4,Astragalus,1.5,black,82000,Automatic,Front,No
Nissan,Murano ,7000,2004,black,Universal,220,Left,6,Petrol,3.5,black,160000,Automatic,Wheel drive,No
BMW,X5 ,6900,2004,Silver,Truck:,320,Left,8,Petrol,4.4,Grey,170000,Robot,Wheel drive,Yes
Volkswagen,Golf ,3700,2000,Blue,Sedan,101,Left,4,Petrol,1.6,black,245000,Automatic,Front,No
Mercedes-Benz,E 350 ,8000,2005,Grey,Sedan,272,Left,6,Petrol,3.5,black,111,Automatic,Rear,No
Mercedes-Benz,S 550 ,21300,2008,black,Sedan,388,Left,8,Petrol,5,black,92000,Automatic,Rear,No
Toyota,Corolla ,9900,2012,Silver,Sedan,133,Left,4,Petrol,1.8,Grey,88000,Automatic,Front,No
Infiniti,G35 ,5800,2005,Silver,Sedan,280,Left,6,Astragalus,3.5,White,140000,Automatic,Rear,No
Mercedes-Benz,C 180 ,4800,2001,Silver,Sedan,129,Left,4,Astragalus,2,,180000,Automatic,Rear,No
BMW,328,7800,2010,Grey,Sedan,234,Left,6,Petrol,2.8,Beige,85000,Automatic,Rear,No
BMW,325,5600,2004,black,Sedan,192,Left,6,Astragalus,2.5,Beige,160000,Automatic,Rear,No
Nissan,Sunny ,4500,2008,White,Sedan,116,Left,4,Astragalus,1.6,Beige,150000,Automatic,Front,No
Nissan,Sentra ,6300,2013,red,Sedan,130,Left,4,Petrol,1.8,black,86977,Automatic,Front,No
Toyota,Rav 4 ,8900,2008,Blue,Truck:,152,Left,4,Petrol,2,black,189000,Automatic,Wheel drive,Yes
Nissan,Tiida ,3950,2006,black,Hatchback,109,Right,4,Astragalus,1.5,black,155000,Variator:,Front,Yes
Mercedes-Benz,Sprinter ,16000,2009,White,Furgon:,156,Left,4,Astragalus,1.8,black,218000,Mechanical,Rear,Yes
Mercedes-Benz,C 320 ,5800,2003,Silver,Sedan,224,Left,8,Petrol,3.2,black,199000,Robot,Rear,Yes
Nissan,Maxima ,16000,2012,White,Sedan,290,Left,6,Petrol,3.5,black,90000,Automatic,Front,No
Toyota,Corolla ,7000,2007,Silver,Sedan,124,Left,4,Astragalus,1.6,black,119000,Robot,Front,No
Toyota,Land Cruiser Prado ,12500,2007,black,Truck:,220,Left,6,Astragalus,3,Beige,155000,Automatic,Wheel drive,Yes
Mercedes-Benz,ML 350 ,16000,2008,black,Truck:,272,Left,6,Petrol,3.5,Grey,180000,Automatic,Wheel drive,No
Toyota,Rav 4 ,8800,2007,black,Truck:,220,Left,6,Astragalus,3,Beige,155000,Automatic,Wheel drive,Yes
BMW,325,5600,2004,White,Sedan,194,Left,6,Astragalus,2.5,black,167000,Automatic,Rear,No
Mercedes-Benz,E 350 ,16800,2010,black,Sedan,272,Left,6,Petrol,3.5,black,86000,Automatic,Rear,No
Nissan,Altima ,10000,2016,White,Sedan,180,Left,4,Petrol,2.5,Beige,5000,Automatic,Front,No
Mercedes-Benz,CLS 500 ,13500,2011,White,Sedan,408,Left,8,Petrol,5,White,140000,Automatic,Wheel drive,Yes
BMW,330,7999,2010,White,Sedan,234,Left,6,Petrol,3,black,118,Automatic,Rear,No
Toyota,Ipsum ,4900,2004,Silver,Minivan / Minibus,149,Left,4,Petrol,2.4,Beige,123000,Automatic,Front,Yes
Opel,Zafira ,4700,2002,Silver,Universal,125,Left,4,Astragalus,1.8,black,197000,Mechanical,Front,Yes
BMW,X5 ,6000,2000,Silver,Universal,286,Left,8,Astragalus,4.4,black,10,Automatic,Wheel drive,No
Nissan,Tiida ,3950,2006,black,Hatchback,109,Right,4,Astragalus,1.5,black,155000,Variator:,Front,Yes
Toyota,Ipsum ,5700,2005,White,Minivan / Minibus,160,Right,4,Astragalus,2.4,black,10,Automatic,Front,No
BMW,X6 ,20500,2008,White,Truck:,207,Left,6,Petrol,3.5,black,150000,Automatic,Wheel drive,Yes
Honda,Elysion ,5800,2004,Silver,Minivan / Minibus,160,Right,4,Petrol,2.4,Grey,175000,Automatic,Front,Yes
Honda,Elysion ,6800,2007,black,Minivan / Minibus,250,Left,6,Petrol,3,black,85000,Automatic,Front,No
Mercedes-Benz,C 300 ,11500,2008,black,Sedan,231,Left,6,Petrol,3,Beige,145000,Automatic,Wheel drive,No
Lexus,RX 330 ,10500,2003,Silver,Truck:,211,Left,6,Astragalus,3.3,Grey,180000,Automatic,Wheel drive,No
Lexus,RX 330 ,10500,2003,Silver,Truck:,211,Left,6,Astragalus,3.3,Grey,180000,Automatic,Wheel drive,Yes
Land Rover,Range Rover Sport ,22500,2011,Other color,Universal,510,Left,8,Petrol,5,Chestnut,107000,Automatic,Wheel drive,Yes
Mazda,6,5500,2010,black,Sedan,170,Left,4,Petrol,2.5,Grey,82000,Automatic,Front,Yes
Lexus,GX 470 ,12500,2003,Blue,Truck:,238,Left,8,Petrol,4.7,Beige,102000,Automatic,Wheel drive,No
Nissan,Xterra ,5000,2006,black,Truck:,265,Left,6,Petrol,4,Chestnut,181000,Automatic,Wheel drive,No
Toyota,Camry ,8200,2010,Grey,Sedan,171,Left,4,Petrol,2.5,Grey,117000,Automatic,Front,Yes
Porsche,Cayenne ,20000,2009,black,Truck:,407,Left,8,Petrol,4.8,Beige,114000,Automatic,Wheel drive,No
Volkswagen,Golf ,5200,2001,Silver,Hatchback,150,Right,4,Petrol,1.8,Grey,91700,Automatic,Front,No
Mercedes-Benz,E 240 ,7500,2003,Silver,Sedan,177,Left,6,Petrol,2.6,black,99000,Automatic,Rear,No
Mercedes-Benz,C 200 ,4200,2001,green,Sedan,141,Left,4,Petrol,2,black,180000,Mechanical,Rear,No
Mazda,3,7700,2011,White,Sedan,148,Left,4,Astragalus,2,,100000,Automatic,Front,No
Toyota,Land Cruiser 200 ,38700,2014,black,Truck:,282,Left,6,Petrol,4,Grey,51600,Automatic,Wheel drive,No
Toyota,Corolla ,10100,2015,Silver,Sedan,132,Left,4,Petrol,1.8,Grey,49000,Automatic,Front,No
Porsche,Cayenne ,11500,2006,black,Truck:,250,Left,6,Astragalus,3.2,black,81000,Automatic,Wheel drive,Yes
Kia,Forte ,6000,2012,Silver,Sedan,156,Left,4,Petrol,2,Grey,100000,Automatic,Front,No
Mercedes-Benz,B 170 ,5300,2006,White,Hatchback,116,Left,4,Petrol,1.7,black,54000,Automatic,Front,No
Mercedes-Benz,E 240 ,7500,2003,Silver,Sedan,177,Left,6,Petrol,2.6,black,99000,Automatic,Rear,No
Opel,Zafira ,3500,2001,black,Minivan / Minibus,147,Left,4,Petrol,2.2,black,111111,Mechanical,Front,No
Audi,A4 ,7800,2005,black,Sedan,200,Left,4,Petrol,2,black,225000,Automatic,Front,No
Lexus,IS 250 ,11800,2010,black,Sedan,208,Left,6,Petrol,2.5,black,75000,Automatic,Rear,Yes
Toyota,Camry ,7200,2007,White,Sedan,170,Left,4,Petrol,2.4,Beige,101000,Automatic,Rear,No
Nissan,Tiida ,4000,2008,White,Hatchback,110,Right,4,Astragalus,1.5,Beige,111000,Variator:,Front,No
Nissan,Tiida ,4200,2008,black,Hatchback,109,Left,4,Petrol,1.5,black,135000,Automatic,Front,Yes
Mercedes-Benz,C 180 ,4500,2000,Silver,Sedan,122,Left,4,Petrol,1.8,black,174000,Mechanical,Rear,Yes
Hyundai,Sonata ,6400,2009,black,Sedan,249,Left,6,Petrol,3.3,Beige,96000,Automatic,Front,No
BMW,525,5350,2004,Grey,Sedan,192,Left,6,Petrol,2.5,Grey,85848,Automatic,Rear,Yes
BMW,325,7500,2006,White,Sedan,177,Left,6,Petrol,2.5,black,93000,Automatic,Rear,No
BMW,528,9000,2008,black,Sedan,234,Left,6,Petrol,3,black,173000,Automatic,Rear,Yes
Hyundai,Sonata ,6400,2011,Cherry,Sedan,169,Left,4,Petrol,2.4,Beige,120000,Automatic,Front,No
Nissan,Skyline ,4000,2002,Grey,Sedan,215,Right,6,Astragalus,2.5,Beige,136000,Automatic,Rear,No
Honda,CR-V ,5800,2004,Silver,Truck:,158,Left,4,Petrol,2.4,black,135000,Automatic,Wheel drive,Yes
BMW,330,5700,2005,Silver,Sedan,231,Left,6,Petrol,3,black,128000,Robot,Wheel drive,No
Nissan,Tiida ,3950,2006,black,Hatchback,109,Right,4,Astragalus,1.5,black,155000,Variator:,Front,Yes
BMW,330,6250,2004,White,Coupe,241,Left,6,Petrol,3.3,black,150000,Automatic,Rear,Yes
Mazda,Demio ,2900,2004,Silver,Hatchback,91,Right,4,Astragalus,1.3,Grey,105000,Automatic,Front,Yes
Lexus,RX 350 ,10800,2006,Silver,Truck:,270,Left,6,Petrol,3.5,black,115000,Automatic,Wheel drive,Yes
Toyota,Rav 4 ,8900,2008,Blue,Truck:,152,Left,4,Petrol,2,black,189000,Automatic,Wheel drive,Yes
Opel,Astra ,3900,2005,Silver,Universal,125,Left,4,Petrol,1.8,Grey,229,Automatic,Front,Yes
Opel,Zafira ,4200,2004,black,Sedan,101,Left,4,Astragalus,1.6,black,217000,Mechanical,Front,Yes
Infiniti,FX35 ,7800,2006,White,Hatchback,275,Left,6,Astragalus,3.5,Beige,230000,Automatic,Wheel drive,No
Mitsubishi,Pajero Pinin (IO) ,3300,2000,White,Truck:,120,Left,4,Astragalus,1.8,Other color,195000,Automatic,Wheel drive,Yes
Mazda,6,12000,2013,Blue,Sedan,192,Left,4,Petrol,2.5,Beige,65500,Automatic,Front,No
Honda,Elysion ,5600,2006,White,Minivan / Minibus,165,Left,4,Petrol,2.4,black,205000,Automatic,Front,Yes
Mazda,3,6500,2010,Other color,Sedan,158,Left,4,Petrol,2,Beige,140000,Automatic,Front,No
Nissan,Tiida ,4200,2008,black,Sedan,150,Left,4,Petrol,1.5,black,77000,Automatic,Front,Yes
VAZ(Lada),2172 Priora ,4400,2012,black,Hatchback,98,Left,4,Astragalus,1.6,Grey,110000,Mechanical,Front,Yes
Nissan,Tiida ,3950,2006,black,Hatchback,109,Right,4,Petrol,1.5,black,155000,Variator:,Front,Yes
Kia,Optima ,9000,2012,black,Sedan,191,Left,4,Petrol,2.4,black,60000,Automatic,Front,No
Volkswagen,Passat ,5200,2006,Silver,Sedan,150,Left,4,Petrol,2,Grey,132000,Automatic,Front,No
Volkswagen,Passat ,5200,2006,Silver,Sedan,150,Left,4,Petrol,2,Grey,132000,Automatic,Front,No
VAZ(Lada),21099,2500,2001,black,Sedan,70,Left,4,Petrol,1.5,Other color,175000,Mechanical,Front,No
Kia,Sportage ,10000,2010,black,Truck:,160,Left,4,Petrol,2.4,black,123000,Automatic,Wheel drive,No
Nissan,Tiida ,4300,2008,black,Hatchback,110,Left,4,Petrol,1.5,black,126000,Automatic,Front,Yes
Infiniti,FX35 ,9300,2007,Silver,Truck:,240,Left,6,Petrol,3.5,black,117000,Automatic,Wheel drive,Yes
Honda,Accord ,9999,2013,red,Coupe,268,Left,6,Petrol,3.5,black,71000,Mechanical,Front,No
Honda,CR-V ,8900,2009,Blue,Universal,166,Left,4,Petrol,2.4,black,131000,Automatic,Wheel drive,No
Hyundai,Sonata ,10200,2013,White,Sedan,198,Left,4,Petrol,2.4,,64000,Automatic,Front,No
Porsche,Cayenne ,27000,2011,White,Universal,400,Left,8,Petrol,4.8,Beige,144000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,7800,2005,black,Sedan,224,Left,6,Astragalus,3.2,black,163500,Automatic,Rear,Yes
Mercedes-Benz,E 350 ,16800,2016,black,Sedan,306,Left,6,Petrol,3.5,black,45000,Automatic,Rear,No
Mercedes-Benz,E 240 ,4600,2001,Silver,Sedan,170,Left,6,Astragalus,2.6,black,230000,Automatic,Rear,No
Nissan,Tiida ,4200,2008,black,Hatchback,109,Left,4,Petrol,1.5,black,101000,Automatic,Front,Yes
VAZ(Lada),2170 Priora ,6500,2014,White,Sedan,106,Left,4,Petrol,1.6,black,18500,Mechanical,Front,No
Hyundai,Elantra ,7500,2011,Grey,Sedan,148,Left,4,Petrol,1.8,Grey,62800,Automatic,Front,Yes
Mercedes-Benz,E 500 ,8700,2003,White,Sedan,306,Left,8,Petrol,5,black,103000,Automatic,Rear,No
Nissan,Pathfinder ,5700,2000,Silver,Truck:,220,Left,6,Astragalus,3.5,black,300000,Automatic,Wheel drive,No
BMW,X6 ,21000,2010,black,Truck:,407,Left,8,Petrol,5,black,150000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,5900,2001,White,Sedan,224,Left,6,Astragalus,3.2,Beige,210000,Automatic,Rear,Yes
Mercedes-Benz,C 240 ,5900,2001,Silver,Sedan,170,Left,6,Petrol,2.6,black,31000,Automatic,Rear,No
Mercedes-Benz,CLS 500 ,11800,2005,black,Sedan,306,Left,8,Astragalus,5,,61500,Automatic,Rear,No
Chevrolet,Aveo ,4300,2011,White,Sedan,84,Left,4,Astragalus,1.2,black,250000,Mechanical,Front,No
Mercedes-Benz,C 180 ,4700,2000,Other color,Sedan,129,Left,4,Petrol,1.8,Grey,237000,Mechanical,Rear,No
Toyota,Camry ,6900,2007,Beige,Sedan,167,Left,4,Petrol,2.4,Beige,152000,Automatic,Front,No
Nissan,Tiida ,4200,2009,White,Hatchback,109,Left,4,Petrol,1.5,black,72000,Automatic,Front,No
Mercedes-Benz,C 180 ,4700,2000,Other color,Sedan,129,Left,4,Petrol,1.8,Grey,237000,Mechanical,Rear,No
Mazda,6,14800,2015,White,Sedan,192,Left,4,Petrol,2.5,White,58700,Automatic,Front,Yes
Opel,Astra ,3300,2003,green,Universal,103,Left,4,Petrol,1.6,Grey,123000,Mechanical,Front,Yes
Opel,Astra ,3250,2004,Cherry,Universal,85,Left,4,Petrol,1.6,black,155000,Mechanical,Front,No
Kia,Forte ,6200,2009,Chestnut,Sedan,156,Left,4,Petrol,2,Beige,112000,Automatic,Front,No
Mitsubishi,Airtrek ,4100,2002,black,Universal,126,Right,4,Astragalus,2,Grey,113000,Automatic,Wheel drive,No
Nissan,Murano ,7200,2006,black,Truck:,234,Left,6,Petrol,3.5,Beige,170000,Automatic,Wheel drive,No
Mercedes-Benz,E 350 ,9300,2007,black,Sedan,272,Left,6,Astragalus,3.5,black,130000,Automatic,Wheel drive,No
Kia,Sorento ,4895,2004,Golden,Truck:,230,Left,6,Petrol,3.5,Beige,130000,Automatic,Wheel drive,Yes
Nissan,Xterra ,7200,2003,Blue,Truck:,180,Left,6,Petrol,3.3,Blue,98000,Automatic,Wheel drive,No
Mercedes-Benz,E 240 ,4800,2000,Silver,Sedan,170,Right,6,Petrol,2.6,black,70000,Automatic,Rear,Yes
Porsche,Cayenne ,14800,2007,Grey,Truck:,386,Left,8,Petrol,4.8,Grey,132000,Automatic,Wheel drive,Yes
BMW,318,3800,2000,Silver,Sedan,118,Left,4,Astragalus,1.8,black,123456,Mechanical,Rear,Yes
Mercedes-Benz,S 350 ,14500,2008,black,Sedan,272,Left,6,Petrol,3.5,black,171000,Automatic,Rear,Yes
Suzuki,SX 4 ,5600,2007,White,Hatchback,140,Left,4,Petrol,2,black,143000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 350 ,9800,2007,black,Sedan,272,Left,6,Petrol,3.5,black,52000,Automatic,Wheel drive,Yes
BMW,525,7700,2005,Silver,Sedan,194,Left,6,Petrol,2.5,black,70000,Automatic,Rear,No
Nissan,Fuga ,5500,2005,White,Sedan,210,Right,6,Petrol,2.5,black,110550,Automatic,Rear,Yes
Lexus,GX 470 ,13800,2004,black,Truck:,238,Left,8,Petrol,4.7,Grey,125500,Automatic,Wheel drive,Yes
Kia,Optima ,12000,2016,White,Sedan,185,Left,4,Petrol,2.4,black,19600,Automatic,Front,Yes
Mercedes-Benz,E 320 ,4700,2001,black,Sedan,224,Left,6,Astragalus,3.2,Beige,230000,Automatic,Rear,Yes
Mercedes-Benz,320,7600,2002,black,Sedan,177,Left,8,Petrol,2.6,black,75000,Automatic,Front,Yes
Mercedes-Benz,E 320 ,6000,2000,White,Sedan,224,Left,6,Astragalus,3.2,black,181000,Automatic,Rear,Yes
Mercedes-Benz,E 320 ,7700,2002,black,Sedan,177,Left,8,Petrol,2.6,black,75000,Automatic,Front,Yes
Nissan,Tiida ,3300,2005,Grey,Hatchback,109,Right,4,Astragalus,1.5,,149,Variator:,Front,Yes
Toyota,Camry ,12000,2012,black,Sedan,178,Left,4,Petrol,2.5,Grey,89000,Automatic,Front,Yes
Nissan,X-Trail ,5300,2006,black,Truck:,150,Left,4,Petrol,2,Grey,79000,Automatic,Wheel drive,Yes
Toyota,Rav 4 ,12000,2010,Cherry,Universal,260,Left,6,Petrol,3.5,black,67400,Automatic,Wheel drive,Yes
Mercedes-Benz,S 320 ,6400,2000,Silver,Sedan,224,Left,6,Petrol,3.2,Grey,128000,Automatic,Rear,Yes
Nissan,X-Trail ,4800,2005,Grey,Truck:,150,Right,4,Astragalus,2,,96000,Automatic,Wheel drive,Yes
Mercedes-Benz,C 250 ,15500,2011,White,Sedan,204,Left,6,Petrol,2.5,black,106000,Automatic,Rear,No
Hyundai,Elantra ,8000,2012,black,Sedan,132,Left,4,Petrol,1.6,Beige,130000,Automatic,,No
Mercedes-Benz,350,10500,2008,White,Sedan,272,Left,6,Petrol,3.5,Grey,175000,Automatic,Wheel drive,No
Nissan,Teana ,5800,2008,Silver,Sedan,185,Right,6,Petrol,2.5,Beige,85000,Automatic,Front,No
Chevrolet,Niva ,4300,2006,Silver,Truck:,80,Left,4,Astragalus,1.7,black,180000,Mechanical,Wheel drive,No
Nissan,Teana ,4400,2007,green,Sedan,176,Right,6,Astragalus,2.3,Grey,99000,Automatic,Front,No
BMW,328,7300,2008,black,Sedan,234,Left,6,Petrol,3,black,126000,Automatic,Wheel drive,No
BMW,320,6200,2003,Silver,Sedan,170,Left,6,Astragalus,2.2,black,178000,Automatic,Rear,No
Toyota,Land Cruiser 200 ,37380,2012,black,Truck:,309,Left,8,Petrol,4.6,black,58000,Automatic,Wheel drive,No
Volvo,XC90 ,8000,2004,Blue,Truck:,210,Left,5,Petrol,2.5,Beige,170000,Robot,Wheel drive,No
Subaru,Legacy ,5000,2005,Silver,Sedan,260,Right,4,Astragalus,2,black,170000,Automatic,Wheel drive,No
Mitsubishi,Grandis ,3900,2003,black,Minivan / Minibus,165,Right,4,Astragalus,2.4,Beige,220000,Automatic,Front,No
Ford,Explorer ,6200,2005,black,Truck:,210,Left,6,Petrol,4,black,113000,Automatic,Wheel drive,No
Volkswagen,Jetta ,2700,2000,black,Sedan,117,Left,4,Astragalus,2,black,199000,Automatic,Front,No
Subaru,Legacy ,4700,2005,Silver,Sedan,180,Right,4,Astragalus,2,black,108000,Automatic,Wheel drive,No
Mercedes-Benz,C 180 ,5000,2002,black,Sedan,129,Left,4,Petrol,2,black,200000,Mechanical,Rear,No
Mazda,6,5500,2002,Grey,Sedan,141,Left,4,Petrol,2,,223000,Mechanical,Front,No
Toyota,4-Runner ,14500,2006,White,Truck:,236,Left,8,Petrol,4.7,,151000,Automatic,Wheel drive,No
Mitsubishi,Lancer ,5300,2008,Silver,Sedan,163,Right,4,Astragalus,2,Grey,155,Automatic,Front,No
BMW,530,5500,2002,Silver,Sedan,231,Left,6,Petrol,3,Grey,351000,Automatic,Rear,No
BMW,328,7000,2007,Silver,Sedan,234,Left,6,Petrol,2.8,black,122000,Robot,Wheel drive,Yes
Lexus,GX 470 ,14700,2005,Silver,Truck:,238,Left,8,Astragalus,4.7,black,170,Automatic,Wheel drive,No
Nissan,X-Trail ,4800,2004,black,Truck:,150,Left,4,Petrol,2,black,161000,Automatic,Wheel drive,Yes
Volkswagen,Jetta ,6500,2011,Grey,Sedan,170,Left,5,Petrol,2.5,black,115000,Automatic,Front,Yes
Nissan,Skyline ,6200,2007,black,Sedan,225,Left,6,Petrol,2.5,black,122000,Automatic,Rear,No
Mercedes-Benz,E 350 ,9300,2007,black,Sedan,272,Left,6,Petrol,3.5,black,147000,Automatic,Rear,No
Mercedes-Benz,E 320 ,7500,2000,Golden,Sedan,224,Left,6,Astragalus,3.2,Beige,250000,Automatic,Rear,No
BMW,320,5700,2002,black,Sedan,170,Left,6,Petrol,2.2,Beige,133000,Automatic,Rear,No
Mercedes-Benz,CLS 500 ,13000,2008,black,Coupe,388,Left,8,Petrol,5.5,black,136700,Automatic,Rear,Yes
Toyota,Camry ,7200,2012,White,Sedan,181,Left,4,Petrol,2.5,Beige,83000,Automatic,Front,Yes
BMW,530,7000,2004,Blue,Sedan,231,Left,6,Petrol,3,,180000,Automatic,Rear,Yes
Mercedes-Benz,CLS 350 ,13200,2008,black,Sedan,272,Left,6,Petrol,3.5,black,99000,Automatic,Rear,No
Mercedes-Benz,S 500 ,22000,2010,black,Sedan,340,Left,8,Petrol,5.5,,132000,Automatic,Wheel drive,Yes
Opel,Zafira ,4300,2002,black,Universal,147,Left,4,Petrol,2.2,black,200000,Mechanical,Front,Yes
Ford,Explorer ,8200,2006,black,Truck:,210,Left,6,Petrol,4,Beige,95000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,5900,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,black,148000,Automatic,Rear,No
Mercedes-Benz,E 350 ,11800,2007,black,Sedan,272,Left,6,Petrol,3.5,black,100000,Automatic,Rear,No
Opel,Zafira ,4200,2003,Silver,Universal,147,Left,4,Petrol,2.2,Grey,141000,Automatic,Front,Yes
Toyota,Camry ,7999,2010,White,Sedan,181,Left,4,Petrol,2.5,Grey,117000,Automatic,Front,Yes
Kia,Forte ,6000,2015,red,Sedan,145,Left,4,Petrol,1.8,Grey,52000,Automatic,Front,Yes
Opel,Zafira ,4300,2003,Silver,Minivan / Minibus,146,Left,6,Petrol,2.2,black,122000,Automatic,Front,No
Toyota,Corolla ,13500,2015,White,Sedan,124,Left,4,Petrol,1.6,black,35000,Variator:,Front,Yes
Toyota,Camry ,8500,2011,Grey,Sedan,181,Left,4,Petrol,2.5,Grey,90000,Automatic,Front,No
VAZ(Lada),2170 Priora ,3900,2010,White,Sedan,98,Left,4,Petrol,1.8,Grey,170000,Mechanical,Front,No
Porsche,Cayenne ,15000,2008,White,Truck:,290,Left,6,Petrol,3.6,black,177000,Automatic,Wheel drive,No
BMW,528,8600,2007,Other color,Sedan,234,Left,6,Petrol,3,Beige,163000,Automatic,Wheel drive,No
BMW,325,6400,2006,Grey,Sedan,220,Left,6,Petrol,2.5,Beige,180000,Automatic,Rear,No
Opel,Zafira ,4300,2003,Silver,Minivan / Minibus,146,Left,6,Petrol,2.2,black,122000,Automatic,Front,No
Toyota,Rav 4 ,10500,2006,Blue,Truck:,268,Left,6,Astragalus,3.5,Grey,100800,Automatic,Wheel drive,No
Nissan,X-Trail ,6300,2008,black,Truck:,140,Left,4,Astragalus,2.5,black,140000,Variator:,Wheel drive,No
Ford,Transit ,6500,2001,White,Furgon:,90,Left,4,Diesel,2.4,black,170000,Mechanical,Rear,Yes
Lexus,GX 470 ,13500,2004,White,Truck:,238,Left,6,Petrol,4.7,Beige,10700,Automatic,Wheel drive,No
Toyota,Camry ,12500,2014,black,Sedan,178,Left,4,Petrol,2.5,black,60000,Automatic,Front,Yes
Mercedes-Benz,C 230 ,7400,2007,black,Sedan,204,Left,6,Petrol,2.5,black,10,Automatic,Rear,No
Nissan,Tiida ,4300,2009,black,Hatchback,109,Switched from right to left,4,Petrol,1.5,black,143000,Variator:,Front,No
Nissan,Teana ,4400,2006,Silver,Sedan,173,Left,6,Petrol,2.3,black,123000,Automatic,Front,Yes
BMW,325,7500,2008,White,Sedan,204,Left,6,Petrol,2.5,black,89000,Automatic,Rear,Yes
Audi,A4 ,6300,2007,black,Sedan,200,Left,4,Petrol,2,black,120000,Automatic,Wheel drive,Yes
Kia,Optima ,8700,2013,Silver,Sedan,200,Left,6,Petrol,2.4,White,120000,Automatic,Front,No
Nissan,Skyline ,4800,2005,Silver,Sedan,215,Right,6,Petrol,2.5,Grey,68000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,6500,2003,black,Sedan,236,Left,6,Petrol,3.2,,190000,Automatic,Rear,Yes
Toyota,Camry ,9700,2012,black,Sedan,178,Left,4,Petrol,2.5,Grey,137000,Automatic,Front,Yes
Toyota,Rav 4 ,5800,2001,Silver,Universal,150,Left,4,Astragalus,2,Grey,105000,Automatic,Front,No
Nissan,Tiida ,3300,2006,White,Hatchback,109,Right,4,Petrol,1.5,Beige,171000,Variator:,Front,Yes
Land Rover,Freelander ,4000,2002,Beige,Truck:,177,Left,6,Petrol,2.5,black,160000,Robot,Wheel drive,No
Mitsubishi,Grandis ,5100,2004,Other color,Minivan / Minibus,165,Right,4,Petrol,2.4,Beige,180000,Automatic,Front,No
Opel,Zafira ,4700,2002,Silver,Universal,147,Left,4,Astragalus,2.2,Grey,150000,Automatic,Front,No
Mitsubishi,Colt ,2500,2003,Blue,Hatchback,90,Right,4,Astragalus,1.3,Beige,170000,Variator:,Front,Yes
Lexus,GS 300 ,9700,2005,Silver,Sedan,252,Left,6,Petrol,3,,144,Robot,Rear,No
Lexus,RX 350 ,27000,2016,White,Truck:,304,Left,6,Petrol,3.5,Chestnut,21000,Automatic,Wheel drive,No
Nissan,Tiida ,4200,2008,black,Hatchback,109,Left,4,Petrol,1.5,black,135000,Automatic,Wheel drive,Yes
Volkswagen,Tiguan ,11500,2009,black,Universal,200,Left,6,Petrol,2,black,137000,Automatic,Wheel drive,No
Mercedes-Benz,B 170 ,5400,2008,White,Hatchback,116,Left,4,Petrol,1.7,black,78452,Automatic,Front,Yes
VAZ(Lada),2110,1500,2004,Silver,Sedan,91,Left,4,Astragalus,1.5,,250000,Mechanical,Front,No
